"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","OP_CARRIER_AIRLINE_ID","OP_CARRIER","TAIL_NUM","OP_CARRIER_FL_NUM","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_STATE_FIPS","ORIGIN_STATE_NM","ORIGIN_WAC","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","DEST_STATE_ABR","DEST_STATE_FIPS","DEST_STATE_NM","DEST_WAC","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","DEP_DELAY_GROUP","DEP_TIME_BLK","TAXI_OUT","WHEELS_OFF","WHEELS_ON","TAXI_IN","CRS_ARR_TIME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","ARR_DELAY_GROUP","ARR_TIME_BLK","CANCELLED","CANCELLATION_CODE","DIVERTED","CRS_ELAPSED_TIME","ACTUAL_ELAPSED_TIME","AIR_TIME","FLIGHTS","DISTANCE","DISTANCE_GROUP","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","FIRST_DEP_TIME","TOTAL_ADD_GTIME","LONGEST_ADD_GTIME","DIV_AIRPORT_LANDINGS","DIV_REACHED_DEST","DIV_ACTUAL_ELAPSED_TIME","DIV_ARR_DELAY","DIV_DISTANCE","DIV1_AIRPORT","DIV1_AIRPORT_ID","DIV1_AIRPORT_SEQ_ID","DIV1_WHEELS_ON","DIV1_TOTAL_GTIME","DIV1_LONGEST_GTIME","DIV1_WHEELS_OFF","DIV1_TAIL_NUM","DIV2_AIRPORT","DIV2_AIRPORT_ID","DIV2_AIRPORT_SEQ_ID","DIV2_WHEELS_ON","DIV2_TOTAL_GTIME","DIV2_LONGEST_GTIME","DIV2_WHEELS_OFF","DIV2_TAIL_NUM","DIV3_AIRPORT","DIV3_AIRPORT_ID","DIV3_AIRPORT_SEQ_ID","DIV3_WHEELS_ON","DIV3_TOTAL_GTIME","DIV3_LONGEST_GTIME","DIV3_WHEELS_OFF","DIV3_TAIL_NUM","DIV4_AIRPORT","DIV4_AIRPORT_ID","DIV4_AIRPORT_SEQ_ID","DIV4_WHEELS_ON","DIV4_TOTAL_GTIME","DIV4_LONGEST_GTIME","DIV4_WHEELS_OFF","DIV4_TAIL_NUM","DIV5_AIRPORT","DIV5_AIRPORT_ID","DIV5_AIRPORT_SEQ_ID","DIV5_WHEELS_ON","DIV5_TOTAL_GTIME","DIV5_LONGEST_GTIME","DIV5_WHEELS_OFF","DIV5_TAIL_NUM",
2021,4,11,4,4,2021-11-04,"YV",20378,"YV","N85354","6309",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14524,1452401,34524,"RIC","Richmond, VA","VA","51","Virginia",38,"1007","1006",-1.00,0.00,0.00,-1,"1000-1059",53.00,"1059","1416",8.00,"1400","1424",24.00,24.00,1.00,1,"1400-1459",0.00,"",0.00,173.00,198.00,137.00,1.00,1157.00,5,0.00,0.00,24.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,29,1,2021-11-29,"YV",20378,"YV","N87380","6050",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,"1632","1626",-6.00,0.00,0.00,-1,"1600-1659",19.00,"1645","1817",34.00,"1834","1851",17.00,17.00,1.00,1,"1800-1859",0.00,"",0.00,122.00,145.00,92.00,1.00,657.00,3,0.00,0.00,17.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,29,1,2021-11-29,"YV",20378,"YV","N86372","6056",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,"1705","1704",-1.00,0.00,0.00,-1,"1700-1759",51.00,"1755","1904",4.00,"1831","1908",37.00,37.00,1.00,2,"1800-1859",0.00,"",0.00,86.00,124.00,69.00,1.00,229.00,1,0.00,0.00,37.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,18,4,2021-11-18,"YV",20378,"YV","N85351","6200",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,13931,1393102,33667,"ORF","Norfolk, VA","VA","51","Virginia",38,"1740","1733",-7.00,0.00,0.00,-1,"1700-1759",64.00,"1837","1911",4.00,"1849","1915",26.00,26.00,1.00,1,"1800-1859",0.00,"",0.00,69.00,102.00,34.00,1.00,157.00,1,0.00,0.00,26.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,29,1,2021-11-29,"YV",20378,"YV","N86324","6083",11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"0645","0645",0.00,0.00,0.00,0,"0600-0659",35.00,"0720","0808",14.00,"0759","0822",23.00,23.00,1.00,1,"0700-0759",0.00,"",0.00,134.00,157.00,108.00,1.00,599.00,3,0.00,0.00,23.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,18,4,2021-11-18,"YV",20378,"YV","N86322","6219",13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"1645","1635",-10.00,0.00,0.00,-1,"1600-1659",12.00,"1647","1750",50.00,"1821","1840",19.00,19.00,1.00,1,"1800-1859",0.00,"",0.00,96.00,125.00,63.00,1.00,395.00,2,0.00,0.00,19.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,23,2,2021-11-23,"YV",20378,"YV","N89321","6136",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,"1420","1419",-1.00,0.00,0.00,-1,"1400-1459",18.00,"1437","1854",9.00,"1847","1903",16.00,16.00,1.00,1,"1800-1859",0.00,"",0.00,207.00,224.00,197.00,1.00,1416.00,6,0.00,0.00,16.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,10,3,2021-11-10,"YV",20378,"YV","N88328","6103",13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,"1800","1756",-4.00,0.00,0.00,-1,"1800-1859",48.00,"1844","2117",14.00,"2114","2131",17.00,17.00,1.00,1,"2100-2159",0.00,"",0.00,134.00,155.00,93.00,1.00,599.00,3,0.00,0.00,17.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,8,1,2021-11-08,"YV",20378,"YV","N88359","6103",13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,11057,1105703,31057,"CLT","Charlotte, NC","NC","37","North Carolina",36,"1800","1757",-3.00,0.00,0.00,-1,"1800-1859",51.00,"1848","2118",13.00,"2114","2131",17.00,17.00,1.00,1,"2100-2159",0.00,"",0.00,134.00,154.00,90.00,1.00,599.00,3,0.00,0.00,17.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,10,3,2021-11-10,"YV",20378,"YV","N85370","6123",13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,11298,1129806,30194,"DFW","Dallas/Fort Worth, TX","TX","48","Texas",74,"1950","1950",0.00,0.00,0.00,0,"1900-1959",24.00,"2014","2343",11.00,"2242","2354",72.00,72.00,1.00,4,"2200-2259",0.00,"",0.00,172.00,244.00,209.00,1.00,801.00,4,0.00,0.00,72.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,25,4,2021-11-25,"YV",20378,"YV","N86371","6042",10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"1000","0958",-2.00,0.00,0.00,-1,"1000-1059",40.00,"1038","1123",13.00,"1108","1136",28.00,28.00,1.00,1,"1100-1159",0.00,"",0.00,68.00,98.00,45.00,1.00,140.00,1,0.00,0.00,28.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,18,4,2021-11-18,"YV",20378,"YV","N89317","6079",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,"0825","0823",-2.00,0.00,0.00,-1,"0800-0859",45.00,"0908","1119",3.00,"1103","1122",19.00,19.00,1.00,1,"1100-1159",0.00,"",0.00,158.00,179.00,131.00,1.00,849.00,4,0.00,0.00,19.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,25,4,2021-11-25,"YV",20378,"YV","N86344","6342",13487,1348702,31650,"MSP","Minneapolis, MN","MN","27","Minnesota",63,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"0545","0545",0.00,0.00,0.00,0,"0001-0559",25.00,"0610","0859",8.00,"0851","0907",16.00,16.00,1.00,1,"0800-0859",0.00,"",0.00,186.00,202.00,169.00,1.00,1034.00,5,0.00,0.00,16.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,10,3,2021-11-10,"YV",20378,"YV","N84378","6160",15376,1537604,30436,"TUS","Tucson, AZ","AZ","04","Arizona",81,13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1215","1215",0.00,0.00,0.00,0,"1200-1259",20.00,"1235","1700",15.00,"1652","1715",23.00,23.00,1.00,1,"1600-1659",0.00,"",0.00,217.00,240.00,205.00,1.00,1437.00,6,0.00,0.00,23.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,19,5,2021-11-19,"YV",20378,"YV","N86371","6273",14730,1473004,33044,"SDF","Louisville, KY","KY","21","Kentucky",52,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"0700","0700",0.00,0.00,0.00,0,"0700-0759",50.00,"0750","0852",4.00,"0840","0856",16.00,16.00,1.00,1,"0800-0859",0.00,"",0.00,160.00,176.00,122.00,1.00,788.00,4,0.00,0.00,16.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,4,4,2021-11-04,"YV",20378,"YV","N88326","6013",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,"1240","1238",-2.00,0.00,0.00,-1,"1200-1259",50.00,"1328","1635",10.00,"1617","1645",28.00,28.00,1.00,1,"1600-1659",0.00,"",0.00,157.00,187.00,127.00,1.00,1042.00,5,0.00,0.00,28.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,23,2,2021-11-23,"YV",20378,"YV","N85377","6213",10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,"0900","0859",-1.00,0.00,0.00,-1,"0900-0959",37.00,"0936","1157",7.00,"1144","1204",20.00,20.00,1.00,1,"1100-1159",0.00,"",0.00,104.00,125.00,81.00,1.00,542.00,3,0.00,0.00,20.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,23,2,2021-11-23,"YV",20378,"YV","N87318","6223",14576,1457606,34576,"ROC","Rochester, NY","NY","36","New York",22,12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,"0615","0615",0.00,0.00,0.00,0,"0600-0659",60.00,"0715","0804",7.00,"0735","0811",36.00,36.00,1.00,2,"0700-0759",0.00,"",0.00,80.00,116.00,49.00,1.00,288.00,2,0.00,0.00,36.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,25,4,2021-11-25,"YV",20378,"YV","N85369","6110",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14683,1468305,33214,"SAT","San Antonio, TX","TX","48","Texas",74,"1015","1015",0.00,0.00,0.00,0,"1000-1059",37.00,"1052","1132",8.00,"1122","1140",18.00,18.00,1.00,1,"1100-1159",0.00,"",0.00,67.00,85.00,40.00,1.00,191.00,1,0.00,0.00,18.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,29,1,2021-11-29,"YV",20378,"YV","N87302","6222",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,11624,1162403,31624,"EYW","Key West, FL","FL","12","Florida",33,"1230","1225",-5.00,0.00,0.00,-1,"1200-1259",11.00,"1236","1552",43.00,"1609","1635",26.00,26.00,1.00,1,"1600-1659",0.00,"",0.00,159.00,190.00,136.00,1.00,915.00,4,0.00,0.00,26.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,4,4,2021-11-04,"YV",20378,"YV","N88325","6038",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1820","1813",-7.00,0.00,0.00,-1,"1800-1859",45.00,"1858","1856",15.00,"1854","1911",17.00,17.00,1.00,1,"1800-1859",0.00,"",0.00,94.00,118.00,58.00,1.00,264.00,2,0.00,0.00,17.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,23,2,2021-11-23,"YV",20378,"YV","N89308","6038",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1820","1820",0.00,0.00,0.00,0,"1800-1859",48.00,"1908","1857",12.00,"1854","1909",15.00,15.00,1.00,1,"1800-1859",0.00,"",0.00,94.00,109.00,49.00,1.00,264.00,2,0.00,0.00,15.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,29,1,2021-11-29,"YV",20378,"YV","N87345","6242",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,"1745","1744",-1.00,0.00,0.00,-1,"1700-1759",27.00,"1811","1916",10.00,"1909","1926",17.00,17.00,1.00,1,"1900-1959",0.00,"",0.00,84.00,102.00,65.00,1.00,229.00,1,0.00,0.00,17.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,23,2,2021-11-23,"YV",20378,"YV","N87318","6282",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,"1625","1621",-4.00,0.00,0.00,-1,"1600-1659",36.00,"1657","2114",9.00,"2051","2123",32.00,32.00,1.00,2,"2000-2059",0.00,"",0.00,206.00,242.00,197.00,1.00,1416.00,6,0.00,0.00,32.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,23,2,2021-11-23,"YV",20378,"YV","N89342","6309",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14524,1452401,34524,"RIC","Richmond, VA","VA","51","Virginia",38,"1007","1006",-1.00,0.00,0.00,-1,"1000-1059",24.00,"1030","1400",30.00,"1400","1430",30.00,30.00,1.00,2,"1400-1459",0.00,"",0.00,173.00,204.00,150.00,1.00,1157.00,5,0.00,0.00,30.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,18,4,2021-11-18,"YV",20378,"YV","N86334","6138",13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,12451,1245102,31136,"JAX","Jacksonville, FL","FL","12","Florida",33,"1430","1430",0.00,0.00,0.00,0,"1400-1459",50.00,"1520","1818",3.00,"1805","1821",16.00,16.00,1.00,1,"1800-1859",0.00,"",0.00,155.00,171.00,118.00,1.00,864.00,4,0.00,0.00,16.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,20,6,2021-11-20,"YV",20378,"YV","N86336","6015",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1250","1249",-1.00,0.00,0.00,-1,"1200-1259",18.00,"1307","1432",189.00,"1453","1741",168.00,168.00,1.00,11,"1400-1459",0.00,"",0.00,123.00,292.00,85.00,1.00,534.00,3,0.00,0.00,168.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,4,4,2021-11-04,"YV",20378,"YV","N88310","6110",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14683,1468305,33214,"SAT","San Antonio, TX","TX","48","Texas",74,"1015","1015",0.00,0.00,0.00,0,"1000-1059",47.00,"1102","1143",5.00,"1122","1148",26.00,26.00,1.00,1,"1100-1159",0.00,"",0.00,67.00,93.00,41.00,1.00,191.00,1,0.00,0.00,26.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,18,4,2021-11-18,"YV",20378,"YV","N86312","6020",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14492,1449202,34492,"RDU","Raleigh/Durham, NC","NC","37","North Carolina",36,"1020","1008",-12.00,0.00,0.00,-1,"1000-1059",48.00,"1056","1408",10.00,"1401","1418",17.00,17.00,1.00,1,"1400-1459",0.00,"",0.00,161.00,190.00,132.00,1.00,1042.00,5,0.00,0.00,17.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,4,4,2021-11-04,"YV",20378,"YV","N85352","6147",13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,"1810","1809",-1.00,0.00,0.00,-1,"1800-1859",68.00,"1917","2102",4.00,"2040","2106",26.00,26.00,1.00,1,"2000-2059",0.00,"",0.00,90.00,117.00,45.00,1.00,264.00,2,0.00,0.00,26.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,21,7,2021-11-21,"YV",20378,"YV","N87368","6317",10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"0725","0723",-2.00,0.00,0.00,-1,"0700-0759",55.00,"0818","0906",7.00,"0852","0913",21.00,21.00,1.00,1,"0800-0859",0.00,"",0.00,147.00,170.00,108.00,1.00,689.00,3,0.00,0.00,21.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,20,6,2021-11-20,"YV",20378,"YV","N80343","6355",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14685,1468502,34685,"SAV","Savannah, GA","GA","13","Georgia",34,"1240","1235",-5.00,0.00,0.00,-1,"1200-1259",15.00,"1250","1537",37.00,"1555","1614",19.00,19.00,1.00,1,"1500-1559",0.00,"",0.00,135.00,159.00,107.00,1.00,851.00,4,0.00,0.00,19.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,20,6,2021-11-20,"YV",20378,"YV","N89349","6364",14027,1402702,34027,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,"1300","1257",-3.00,0.00,0.00,-1,"1300-1359",20.00,"1317","1601",9.00,"1532","1610",38.00,38.00,1.00,2,"1500-1559",0.00,"",0.00,152.00,193.00,164.00,1.00,859.00,4,0.00,0.00,38.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,1,1,2021-11-01,"YV",20378,"YV","N86350","6120",10529,1052906,30529,"BDL","Hartford, CT","CT","09","Connecticut",11,12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,"1945","1938",-7.00,0.00,0.00,-1,"1900-1959",54.00,"2032","2137",6.00,"2118","2143",25.00,25.00,1.00,1,"2100-2159",0.00,"",0.00,93.00,125.00,65.00,1.00,326.00,2,0.00,0.00,25.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,3,3,2021-11-03,"YV",20378,"YV","N85373","6244",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,13851,1385103,33851,"OKC","Oklahoma City, OK","OK","40","Oklahoma",73,"0730","0728",-2.00,0.00,0.00,-1,"0700-0759",19.00,"0747","0908",7.00,"0859","0915",16.00,16.00,1.00,1,"0800-0859",0.00,"",0.00,89.00,107.00,81.00,1.00,395.00,2,0.00,0.00,16.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,3,3,2021-11-03,"YV",20378,"YV","N86309","6057",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,"0615","0609",-6.00,0.00,0.00,-1,"0600-0659",37.00,"0646","0857",19.00,"0854","0916",22.00,22.00,1.00,1,"0800-0859",0.00,"",0.00,219.00,247.00,191.00,1.00,1190.00,5,0.00,0.00,22.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,11,4,2021-11-11,"YV",20378,"YV","N88301","6195",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,14027,1402702,34027,"PBI","West Palm Beach/Palm Beach, FL","FL","12","Florida",33,"1200","1200",0.00,0.00,0.00,0,"1200-1259",21.00,"1221","1559",3.00,"1544","1602",18.00,18.00,1.00,1,"1500-1559",0.00,"",0.00,164.00,182.00,158.00,1.00,956.00,4,0.00,0.00,18.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,11,4,2021-11-11,"YV",20378,"YV","N88325","6222",12266,1226603,31453,"IAH","Houston, TX","TX","48","Texas",74,11624,1162403,31624,"EYW","Key West, FL","FL","12","Florida",33,"1230","1230",0.00,0.00,0.00,0,"1200-1259",40.00,"1310","1625",30.00,"1609","1655",46.00,46.00,1.00,3,"1600-1659",0.00,"",0.00,159.00,205.00,135.00,1.00,915.00,4,0.00,0.00,46.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,17,3,2021-11-17,"YV",20378,"YV","N89362","6056",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,12953,1295304,31703,"LGA","New York, NY","NY","36","New York",22,"1705","1702",-3.00,0.00,0.00,-1,"1700-1759",54.00,"1756","1848",7.00,"1831","1855",24.00,24.00,1.00,1,"1800-1859",0.00,"",0.00,86.00,113.00,52.00,1.00,229.00,1,0.00,0.00,24.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,17,3,2021-11-17,"YV",20378,"YV","N89362","6066",13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,10397,1039707,30397,"ATL","Atlanta, GA","GA","13","Georgia",34,"1045","1045",0.00,0.00,0.00,0,"1000-1059",50.00,"1135","1409",5.00,"1353","1414",21.00,21.00,1.00,1,"1300-1359",0.00,"",0.00,128.00,149.00,94.00,1.00,606.00,3,0.00,0.00,21.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,9,2,2021-11-09,"YV",20378,"YV","N89349","6038",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,13930,1393007,30977,"ORD","Chicago, IL","IL","17","Illinois",41,"1820","1817",-3.00,0.00,0.00,-1,"1800-1859",27.00,"1844","1839",30.00,"1854","1909",15.00,15.00,1.00,1,"1800-1859",0.00,"",0.00,94.00,112.00,55.00,1.00,264.00,2,0.00,0.00,15.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2021,4,11,17,3,2021-11-17,"YV",20378,"YV","N85354","6079",12264,1226402,30852,"IAD","Washington, DC","VA","51","Virginia",38,14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,"0825","0824",-1.00,0.00,0.00,-1,"0800-0859",55.00,"0919","1134",26.00,"1103","1200",57.00,57.00,1.00,3,"1100-1159",0.00,"",0.00,158.00,216.00,135.00,1.00,849.00,4,0.00,0.00,57.00,0.00,0.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
