Code,Description
"10586","Bage, Brazil: Comandante Gustavo Kraemer"
"10587","Bergamo, Italy: Bergamo Orio Al Serio"
"10588","Shaikh Isa, Bahrain: Isa AB"
"10589","Bar Harbor, ME: Hancock County-Bar Harbor"
"10590","Bullhead City, AZ: Laughlin/Bullhead International"
"10591","Belfast, United Kingdom: Belfast City"
"10592","Blenheim, New Zealand: Woodbourne"
"10593","Brus Laguna, Honduras: Araslaya"
"10594","Bisha, Saudi Arabia: Bisha Airport"
"10595","Bahia Blanca, Argentina: Comandante Espora"
"10596","Bhuj, India: Bhuj Airport"
"10597","Bukhara, Uzbekistan: Bukhara Airport"
"10598","Bahia de Los Angeles, Mexico: Bahia de Los Angeles North"
"10599","Birmingham, AL: Birmingham-Shuttlesworth International"
"10600","Beihan, Yemen: Beihan Airport"
"10601","Bhopal, India: Raja Bhoj"
"10602","Broken Hill, Australia: Broken Hill Airport"
"10603","Bharatpur, Nepal: Bharatpur Airport"
"10604","Bathurst, Australia: Bathurst Airport"
"10605","Brighton Downs, Australia: Brighton Downs Airport"
"10606","Bhavnagar, India: Bhavnagar Airport"
"10607","Bahawalpur, Pakistan: Bahawalpur International"
"10608","Birmingham, United Kingdom: Birmingham Airport"
"10609","Beihai, China: Beihai Airport"
"10610","Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area"
"10611","Bastia, France: Bastia Poretta"
"10612","Big Creek, AK: Big Creek Airport"
"10613","Block Island, RI: Block Island State"
"10614","Beatrice, NE: Beatrice Municipal"
"10615","El Paso, TX: Biggs AAF"
"10616","Big Delta, AK: Allen AAF"
"10617","Bishop, CA: Bishop Airport"
"10618","Bikini Atoll, Marshall Islands: Bikini Atoll Airport"
"10619","Biak, Indonesia: Manuhua"
"10620","Billings, MT: Billings Logan International"
"10621","Bimini, The Bahamas: Bimini International"
"10622","Bamyan, Afghanistan: Bamyan Airport"
"10623","Bilbao, Spain: Bilbao Airport"
"10624","Bulimba, Australia: Bulimba Airport"
"10625","Biarritz, France: Biarritz Pays Basque"
"10626","Biratnagar, Nepal: Biratnagar Airport"
"10627","Bismarck/Mandan, ND: Bismarck Municipal"
"10628","Bria, Central African Republic: Bria Airport"
"10629","Biloxi, MS: Keesler AFB"
"10630","Broomfield, CO: Rocky Mountain Metro"
"10631","Bemidji, MN: Bemidji Regional"
"10632","Wooster, OH: Wayne County"
"10633","Banjul, The Gambia: Banjul International"
"10634","Bujumbura, Burundi: Bujumbura International"
"10635","Bahir Dar, Ethiopia: Bahir Dar Ginbot Haya International"
"10636","Bajura, Nepal: Bajura Airport"
"10637","Bodrum, Turkey: Imsik"
"10638","Leon/Guanajuato, Mexico: Guanajuato International"
"10639","Badajoz, Spain: Badajoz Airport"
"10640","Buckland, AK: Buckland Airport"
"10641","Baker, OR: Baker City Municipal"
"10642","Brooks Lake, AK: Brooks Lake Airport"
"10643","Branson, MO: Branson Airport"
"10644","Kekaha, Kauai, HI: Barking Sands PMRF"
"10645","Kota Kinabalu, Malaysia: Kota Kinabalu International"
"10646","Bangkok, Thailand: Don Mueang International"
"10647","Cleveland, OH: Burke Lakefront"
"10648","Bakelalan, Malaysia: Bakelalan Airport"
"10650","Bamako, Mali: Modibo Keita"
"10651","Blackall, Australia: Blackall Airport"
"10652","Bengkulu, Indonesia: Fatmawati Soekarno"
"10653","Betioky, Madagascar: Betioky Airport"
"10654","Beckley, WV: Raleigh County Memorial"
"10655","Brookings, SD: Brookings Regional"
"10656","Bukavu, Congo (Kinshasa): Bukavu Kavumu"
"10657","Bukoba, Tanzania: Bukoba Airport"
"10658","Barcelona, Venezuela: General Jose Antonio Anzoategui International"
"10659","Balboa, Panama: Albrook AFB"
"10660","Bali, Cameroon: Bali Airport"
"10661","Boulder City, NV: Boulder City Municipal"
"10662","Borlange, Sweden: Borlange Airport"
"10663","Princeton/Bluefield, WV: Mercer County"
"10664","Belaga, Malaysia: Belaga Airport"
"10665","Blythe, CA: Blythe Airport"
"10666","Bellingham, WA: Bellingham International"
"10667","Batna, Algeria: Mostepha Ben Boulaid"
"10668","Blackpool, United Kingdom: Blackpool Airport"
"10669","Billund, Denmark: Billund Airport"
"10670","Belmar/Farmingdale, NJ: Monmouth Executive"
"10671","Blonduos, Iceland: Blonduos Airport"
"10672","Bellavista, Peru: Bellavista 1"
"10673","Bologna, Italy: Bologna Airport"
"10674","Bangalore, India: Kempegowda International"
"10675","Blackwater, Australia: Blackwater Airport"
"10676","Belleville, IL: Scott AFB/MidAmerica"
"10677","Blantyre, Malawi: Chileka International"
"10678","Stockholm, Sweden: Bromma"
"10679","Bumba, Congo (Kinshasa): Bumba Airport"
"10680","Brigham City, UT: Brigham City Regional"
"10681","Belo, Madagascar: Belo Sur Tsiribihina"
"10682","Broome, Australia: Broome International"
"10683","Bloomington, IN: Monroe County"
"10684","Bomai, Papua New Guinea: Bomai Airport"
"10685","Bloomington/Normal, IL: Central Illinois Regional"
"10686","Baramita, Guyana: Baramita Airport"
"10687","Berlin, NH: Berlin Regional"
"10688","Bitam, Gabon: Bitam Airport"
"10689","Bhamo, Burma: Banmaw"
"10690","Brampton Island, Australia: Brampton Island Airport"
"10691","Bordj Badji Mokhtar, Algeria: Bordj Mokhtar"
"10692","Big Mountain, AK: Big Mountain AFS"
"10693","Nashville, TN: Nashville International"
"10694","Boende, Congo (Kinshasa): Boende Airport"
"10695","Bandar Abbas, Iran: Bandar Abbas International"
"10696","Brisbane, Australia: Brisbane International"
"10697","Baranof, AK: Warm Spring Bay Seaplane Base"
"10698","Banning, CA: Banning Municipal"
"10699","Benin City, Nigeria: Benin City Airport"
"10700","Ballina, Australia: Ballina Byron Gateway"
"10701","Barnwell, SC: Barnwell Regional"
"10702","Bronnoysund, Norway: Bronnoy"
"10703","Burns, OR: Burns Municipal"
"10704","Barinas, Venezuela: Barinas Airport"
"10705","Banja Luka, Bosnia and Herzegovina: Banja Luka Airport"
"10706","Banz, Papua New Guinea: Banz Airport"
"10707","Boma, Congo (Kinshasa): Boma Airport"
"10708","Bora Bora, French Polynesia: Bora Bora Motu Mute"
"10709","Bocas del Toro, Panama: Jose Ezequiel Hall"
"10710","Bordeaux, France: Bordeaux Merignac"
"10711","Bogota, Colombia: El Dorado International"
"10712","Bournemouth, United Kingdom: Bournemouth Airport"
"10713","Boise, ID: Boise Air Terminal"
"10714","Burgas, Bulgaria: Burgas Airport"
"10715","Brookings, OR: Brookings Airport"
"10716","Mumbai, India: Chhatrapati Shivaji International"
"10717","Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International"
"10718","Bodo, Norway: Bodo Airport"
"10719","Boku, Papua New Guinea: Boku Airport"
"10720","Belfort, France: Fontaine"
"10721","Boston, MA: Logan International"
"10722","Bartow, FL: Bartow Municipal"
"10723","Borroloola, Australia: Borroloola Airport"
"10724","Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport"
"10725","Bislig, Philippines: Bislig Airport"
"10726","Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan"
"10727","Porto Seguro, Brazil: Porto Seguro Airport"
"10728","Beaumont/Port Arthur, TX: Jack Brooks Regional"
"10729","Baler, Philippines: Baler Airport"
"10730","London, United Kingdom: Biggin Hill"
"10731","Brunswick, GA: Brunswick Golden Isles"
"10732","Aguadilla, PR: Rafael Hernandez"
"10733","Blagoveschensk, Russia: Ignatyevo"
"10734","Bequia, Saint Vincent and the Grenadines: J. F. Mitchell"
"10735","Bartlett Cove, AK: Bartlett Cove Seaplane Base"
"10736","Parana, Brazil: Pato Branco"
"10737","Barreiras, Brazil: Barreiras Airport"
"10738","San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport"
"10739","Brainerd, MN: Brainerd Lakes Regional"
"10740","Bremen, Germany: Bremen Airport"
"10741","Whitesburg, KY: Whitesburg Municipal"
"10742","Bari, Italy: Bari Airport"
"10743","Bourke, Australia: Bourke Airport"
"10744","Burlington, IA: Southeast Iowa Regional"
"10745","Barquisimeto, Venezuela: Barquisimeto International"
"10746","Berne, Switzerland: Bern/Belp"
"10747","Brownsville, TX: Brownsville South Padre Island International"
"10748","Brno, Czech Republic: Turany"
"10749","Barra, United Kingdom: Barra Airport"
"10750","Bristol, United Kingdom: Bristol Airport"
"10751","Bathurst Island, Australia: Bathurst Island Airport"
"10752","Brussels, Belgium: Brussels National"
"10753","Bremerhaven, Germany: Bremerhaven Airport"
"10754","Barrow, AK: Wiley Post/Will Rogers Memorial"
"10755","Barahona, Dominican Republic: Barahona Habanero"
"10756","Bardstown, KY: Samuels Field"
"10757","Bosaso, Somalia: Bosaso Airport"
"10758","Brasilia, Brazil: Presidente Juscelino Kubitschek International"
"10759","Baoshan, China: Baoshan Airport"
"10760","Bata, Equatorial Guinea: Bata Airport"
"10761","Biskra, Algeria: Mohamed Khider"
"10762","Mulhouse, France: EuroAirport"
"10763","Austin, TX: Bergstrom AFB"
"10764","Basco, Philippines: Basco Airport"
"10765","Bisbee, AZ: Bisbee Municipal"
"10766","Basra, Iraq: Basrah International"
"10767","Balsas, Brazil: Balsas Airport"
"10768","Basankusu, Congo (Kinshasa): Basankusu Airport"
"10769","Boswell Bay, AK: Boswell Bay Airport"
"10770","Bartletts, AK: Bartletts Airport"
"10771","Bertoua, Cameroon: Bertoua Airport"
"10772","Batticaloa, Sri Lanka: Batticaloa Airport"
"10773","Bonthe, Sierra Leone: Bonthe Airport"
"10774","Batu Besar, Indonesia: Batu Besar Airport"
"10775","Barter Island, AK: Barter Island Airport"
"10776","Banda Aceh, Indonesia: Sultan Iskandar Muda"
"10777","Bratsk, Russia: Bratsk Airport"
"10778","Battle Creek, MI: W K Kellogg"
"10779","Butte, MT: Bert Mooney"
"10780","Butler, PA: Pittsburgh Butler Regional"
"10781","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
"10782","Bratislava, Slovakia: M R Stefanik"
"10783","Bettles, AK: Bettles Airport"
"10784","Bintulu, Malaysia: Bintulu Airport"
"10785","Burlington, VT: Burlington International"
"10786","Beatty, NV: Beatty Airport"
"10787","Bursa, Turkey: Bursa Airport"
"10788","Buka Islands, Papua New Guinea: Buka"
"10789","Burketown, Australia: Burketown Airport"
"10790","Budapest, Hungary: Budapest Liszt Ferenc International"
"10791","Buenos Aires, Argentina: Buenos Aires Metropolitan Area"
"10792","Buffalo, NY: Buffalo Niagara International"
"10793","Benguela, Angola: 17 de Setembro"
"10794","Bucharest, Romania: Bucharest Metropolitan Area"
"10795","Bulolo, Papua New Guinea: Bulolo Airport"
"10796","Butler, MO: Butler Memorial"
"10797","Buenaventura, Colombia: Gerardo Tobar Lopez"
"10798","Burao, Somalia: Burao Airport"
"10799","Bulawayo, Zimbabwe: J. M. Nkomo International"
"10800","Burbank, CA: Bob Hope"
"10801","Batumi, Georgia: Batumi Airport"
"10802","Buyo, Cote d'Ivoire: Buyo Airport"
"10803","Bella Union, Uruguay: Bella Union Airport"
"10804","Bunia, Congo (Kinshasa): Bunia Airport"
"10805","Bunbury, Australia: Bunbury Airport"
"10806","Bushehr, Iran: Bushehr Airport"
"10807","Beauvais, France: Beauvais Tille"
"10808","Boa Vista, Brazil: Atlas Brasil Cantanhede"
"10809","Beaver Inlet, AK: Beaver Inlet Seaport"
"10810","Birdsville, Australia: Birdsville Airport"
"10811","Bartlesville, OK: Bartlesville Municipal"
"10812","St. James, MI: Beaver Island"
"10814","Batesville, AR: Batesville Regional"
"10815","Beverly, MA: Beverly Regional"
"10816","Bhairawa, Nepal: Gautam Buddha"
"10817","Brownwood, TX: Brownwood Regional"
"10818","Braunschweig, Germany: Braunschweig/Wolfsburg"
"10819","Bowling Green, KY: Bowling Green-Warren County Regional"
"10820","Butterworth, Malaysia: Butterworth Airport"
"10821","Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
"10822","Bawan, Papua New Guinea: Bawan Airport"
"10823","Bowman, ND: Bowman Municipal"
"10824","Bandar Seri Begawan, Brunei: Brunei International"
"10825","Blaine, WA: Blaine Municipal"
"10826","Burnie, Australia: Wynyard"
"10827","Woodbridge, United Kingdom: RAF Bentwaters"
"10828","Boxborough, MA: Sheraton Inn Heliport"
"10829","Bade, Indonesia: Bade Airport"
"10830","Bakel, Senegal: Bakel Airport"
"10832","Borrego Springs, CA: Borrego Valley"
"10833","Butuan, Philippines: Bancasi"
"10834","Boundary, AK: Boundary Airport"
"10835","Yacuiba, Bolivia: Yacuiba Airport"
"10836","Rock Hill, SC: Rock Hill/York County/Bryant Field"
"10837","Buffalo, WY: Johnson County"
"10838","Blytheville, AR: Arkansas International"
"10839","Burley/Rupert, ID: Burley Municipal"
"10840","Bouake, Cote d'Ivoire: Bouake Airport"
"10841","Boyne Falls, MI: Boyne Mountain"
"10842","Bantry, Ireland: Bantry Airport"
"10843","Bayreuth, Germany: Bayreuth Airport"
"10844","Blakely Island, WA: Blakely Island Airport"
"10845","Bonanza, Nicaragua: Bonanza Airport"
"10846","Belize City, Belize: Philip S. W. Goldson International"
"10847","Bydgoszcz, Poland: Bydgoszcz Airport"
"10848","Balikesir, Turkey: Balikesir Airport"
"10849","Bozeman, MT: Bozeman Yellowstone International"
"10850","Bolzano, Italy: Bolzano Airport"
"10851","Beziers, France: Beziers Vias"
"10852","Washington, DC: Buzzards Point Seaplane Base"
"10853","Brazoria, TX: Eagle Air Park"
"10854","Brazzaville, Congo (Brazaville): Maya Maya"
"10856","Brize Norton, United Kingdom: Brize Norton Airport"
"10857","Camarillo, CA: Camarillo Airport"
"10858","Bakersfield, CA: Bakersfield Municipal"
"10859","Koala Mine, Canada: Koala Mine Airport"
"10860","Lake Simcoe, Canada: Lake Simcoe Airport"
"10861","Thetford Mines, Canada: Thetford Mines Airport"
"10862","Pelee Island, Canada: Pelee Island Airport"
"10863","Calgary, Canada: Calgary Springbank"
"10865","Cabinda, Angola: Cabinda Airport"
"10866","Cascavel, Brazil: Coronel Adalberto Mendes Da Silva"
"10867","Cadillac, MI: Wexford County"
"10868","Columbia, SC: Columbia Metropolitan"
"10869","Carauari, Brazil: Carauari Airport"
"10870","Cagliari, Italy: Elmas"
"10871","Ca Mau, Vietnam: Ca Mau Airport"
"10872","Cairo, Egypt: Cairo International"
"10873","Canaima, Venezuela: Canaima Airport"
"10874","Akron, OH: Akron-Canton Regional"
"10875","Campbeltown, United Kingdom: Campbeltown Airport"
"10876","Camiri, Bolivia: Choreti"
"10877","Guangzhou, China: Baiyun International"
"10878","Cap-Haitien, Haiti: Cap-Haitien International"
"10879","Caribou, ME: Caribou Municipal"
"10880","Casablanca, Morocco: Anfa"
"10881","New Bight, The Bahamas: New Bight Airport"
"10882","Campos, Brazil: Bartolomeu Lisandro"
"10883","Carlisle, United Kingdom: Carlisle Airport"
"10884","Cayenne, French Guiana: Cayenne Felix Eboue"
"10885","Cobar, Australia: Cobar Airport"
"10886","Corner Bay, AK: Corner Bay Airport"
"10887","Cochabamba, Bolivia: Jorge Wilstermann International"
"10888","Cumberland, MD: Greater Cumberland Regional"
"10889","Council Bluffs, IA: Council Bluffs Municipal"
"10890","Cambridge, United Kingdom: Cambridge Airport"
"10891","Colomb-Bechar, Algeria: Bechar/Leger"
"10892","Colby, KS: Murray"
"10893","Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport"
"10894","Columbus, MS: Columbus AFB"
"10895","Cotabato, Philippines: Cotabato Airport"
"10896","Calabar, Nigeria: Margaret Ekpo International"
"10897","Canberra, Australia: Canberra Airport"
"10898","Coban, Guatemala: Coban Airport"
"10899","Canobie, Australia: Canobie Airport"
"10900","Cayo Coco, Cuba: Jardines del Rey International"
"10902","Carcassonne, France: Carcassonne Salvaza"
"10903","Chile Chico, Chile: Chile Chico Airport"
"10904","Concordia, Brazil: Olavo Cecco Rigon"
"10905","Calicut, India: Calicut International"
"10906","West Island, Cocos (Keeling) Islands: Cocos Keeling Island"
"10907","Crisciuma, Brazil: Criciuma"
"10908","Chakhcharan, Afghanistan: Chakhcharan Airport"
"10909","Concepcion, Chile: Carriel Sur International"
"10910","Concord, CA: Buchanan Field"
"10911","Caracas, Venezuela: Simon Bolivar International"
"10912","Kolkata, India: Netaji Subhash Chandra Bose International"
"10914","Caceres, Brazil: Caceres Airport"
"10915","Charles City, IA: Northeast Iowa Regional"
"10916","Chub Cay, The Bahamas: Chub Cay Airport"
"10917","Cold Bay, AK: Cold Bay Airport"
"10918","Cedar City, UT: Cedar City Regional"
"10919","Cortina d'Ampezzo, Italy: Cortina d'Ampezzo Airport"
"10920","Paris, France: Paris Charles de Gaulle"
"10921","Camden, AR: Harrell Field"
"10922","Conceicao Do Araguaia, Brazil: Conceicao Do Araguaia Airport"
"10923","Candle, AK: Candle 2"
"10924","Camden, SC: Woodward Field"
"10925","Chadron, NE: Chadron Municipal"
"10926","Cordova, AK: Merle K Mudhole Smith"
"10927","Caldwell, NJ: Essex County"
"10928","Wichita, KS: Cessna Aircraft Field"
"10929","Lapu-Lapu City, Philippines: Mactan-Cebu International"
"10930","Crescent City, CA: Jack McNamara Field"
"10931","Ceduna, Australia: Ceduna Airport"
"10933","Chicopee Falls, MA: Westover ARB Metropolitan"
"10934","Chester, United Kingdom: Hawarden"
"10935","Chiang Rai, Thailand: Chiang Rai Airport"
"10936","Chelyabinsk, Russia: Balandino"
"10937","Cape Eleuthera, The Bahamas: Cape Eleuthera Airport"
"10938","Central, AK: Central Airport"
"10939","Ciudad Obregon, Mexico: Ciudad Obregon International"
"10940","Waco Kungo, Angola: Waco Kungo Airport"
"10941","Concepcion, Bolivia: Concepcion Airport"
"10942","Cannes, France: Cannes Mandelieu"
"10943","Cherbourg, France: Cherbourg Maupertus"
"10944","Cholet, France: Cholet Le Pontreau"
"10945","Clemson, SC: Oconee County Regional"
"10946","Connersville, IN: Mettel Field"
"10947","Crestview, FL: Bob Sikes"
"10948","Chena Hot Springs, AK: Chena Hot Springs Airport"
"10949","Murray, KY: Kyle-Oakley Field"
"10950","Cortez, CO: Cortez Municipal"
"10951","Coffee Point, AK: Coffee Point Airport"
"10952","Cabo Frio, Brazil: Cabo Frio Airport"
"10953","Clermont-Ferrand, France: Clermont Ferrand Auvergne"
"10954","Cienfuegos, Cuba: Jaime Gonzalez International"
"10955","Silver City, Canada: Silver City Airport"
"10956","Caen, France: Caen Carpiquet"
"10957","Coffs Harbour, Australia: Coffs Harbour Airport"
"10958","Clifton, AZ: Greenlee County"
"10959","Corfu, Greece: Ioannis Kapodistrias International"
"10960","Coffeyville, KS: Coffeyville Municipal"
"10961","Craig, AK: Craig Seaplane Base"
"10962","Cuiaba, Brazil: Marechal Rondon International"
"10963","Cape Gloucester, Papua New Guinea: Cape Gloucester Airport"
"10964","Cambridge, MD: Cambridge Dorchester Regional"
